Category,"Jan, 2019","Feb, 2019","Mar, 2019","Apr, 2019","May, 2019","Jun, 2019","Jul, 2019","Aug, 2019","Sept, 2019"
CPI-C Inflation (Percent),1.97,2.57,2.86,2.99,3.05,3.18,3.15,3.28,3.99
